ISO3,Date,Tests_diff,Tests
COD,2020-12-29,570,83230
COD,2020-12-30,714,83944
COD,2020-12-31,718,84662
COD,2021-01-01,220,84882
COD,2021-01-02,344,85226
COD,2021-01-03,190,85416
COD,2021-01-04,311,85727
COD,2021-01-05,628,86355
COD,2021-01-06,974,87329
COD,2021-01-07,504,87833
COD,2021-01-08,824,88657
COD,2021-01-09,862,89519
COD,2021-01-10,281,89800
COD,2021-01-11,1016,90816
COD,2021-01-12,1057,91873
COD,2021-01-13,866,92739
COD,2021-01-14,413,93152
COD,2021-01-15,675,93827
COD,2021-01-16,602,94429
COD,2021-01-17,454,94883
COD,2021-01-18,325,95208
COD,2021-01-19,454,95662
COD,2021-01-20,457,96119
COD,2021-01-21,651,96770
COD,2021-01-22,407,97177
COD,2021-01-23,728,97905
COD,2021-01-24,381,98286
COD,2021-01-25,269,98555
COD,2021-01-26,522,99077
COD,2021-01-27,669,99746
COD,2021-01-28,597,100343
COD,2021-01-29,901,101244
COD,2021-01-30,721,101965
COD,2021-01-31,371,102336
COD,2021-02-01,671,103007
COD,2021-02-02,603,103610
COD,2021-02-03,314,103924
COD,2021-02-04,936,104860
COD,2021-02-05,514,105374
COD,2021-02-06,441,105815
COD,2021-02-07,182,105997
COD,2021-02-08,413,106410
COD,2021-02-09,650,107060
COD,2021-02-10,604,107664
COD,2021-02-11,573,108237
COD,2021-02-12,485,108722
COD,2021-02-13,447,109169
COD,2021-02-14,384,109553
COD,2021-02-15,171,109724
COD,2021-02-16,445,110169
COD,2021-02-17,659,110828
COD,2021-02-18,440,111268
COD,2021-02-19,299,111567
COD,2021-02-20,422,111989
COD,2021-02-21,357,112346
COD,2021-02-22,298,112644
COD,2021-02-23,275,112919
COD,2021-02-24,352,113271
COD,2021-02-25,494,113765
COD,2021-02-26,654,114419
COD,2021-02-27,439,114858
COD,2021-02-28,184,115042
COD,2021-03-01,255,115297
COD,2021-03-02,634,115931
COD,2021-03-03,258,116189
COD,2021-03-04,219,116408
COD,2021-03-05,338,116746
COD,2021-03-06,291,117037
COD,2021-03-07,205,117242
COD,2021-03-08,330,117572
COD,2021-03-09,261,117833
COD,2021-03-10,236,118069
COD,2021-03-11,463,118532
COD,2021-03-12,308,118840
COD,2021-03-13,273,119113
COD,2021-03-14,391,119504
COD,2021-03-15,44,119548
COD,2021-03-16,254,119802
COD,2021-03-17,110,119912
COD,2021-03-18,333,120245
COD,2021-03-19,565,120810
COD,2021-03-20,251,121061
COD,2021-03-21,107,121168
COD,2021-03-22,107,121275
COD,2021-03-23,613,121888
COD,2021-03-24,253,122141
COD,2021-03-25,261,122402
COD,2021-03-26,557,122959
COD,2021-03-27,178,123137
COD,2021-03-28,452,123589
COD,2021-03-29,192,123781
COD,2021-03-30,318,124099
COD,2021-03-31,283,124382
COD,2021-04-01,148,124530
COD,2021-04-02,384,124914
COD,2021-04-03,127,125041
COD,2021-04-04,129,125170
COD,2021-04-05,127,125297
COD,2021-04-06,238,125535
COD,2021-04-07,203,125738
COD,2021-04-08,255,125993
COD,2021-04-09,197,126190
COD,2021-04-10,160,126350
COD,2021-04-11,168,126518
COD,2021-04-12,305,126823
COD,2021-04-13,406,127229
COD,2021-04-14,231,127460
COD,2021-04-15,351,127811
COD,2021-04-16,339,128150
COD,2021-04-17,514,128664
COD,2021-04-18,253,128917
COD,2021-04-19,223,129140
COD,2021-04-20,426,129566
COD,2021-04-21,307,129873
COD,2021-04-22,368,130241
COD,2021-04-23,543,130784
COD,2021-04-24,600,131384
COD,2021-04-25,240,131624
COD,2021-04-26,293,131917
COD,2021-04-27,242,132159
COD,2021-04-28,289,132448
COD,2021-04-29,253,132701
COD,2021-04-30,554,133255
COD,2021-05-01,360,133615
COD,2021-05-02,319,133934
COD,2021-05-03,407,134341
COD,2021-05-04,446,134787
COD,2021-05-05,493,135280
COD,2021-05-06,493,135773
COD,2021-05-07,182,135955
COD,2021-05-08,328,136283
COD,2021-05-09,229,136512
COD,2021-05-10,366,136878
COD,2021-05-11,432,137310
COD,2021-05-12,255,137565
COD,2021-05-13,129,137694
COD,2021-05-14,228,137922
COD,2021-05-15,38,137960
COD,2021-05-16,165,138125
COD,2021-05-17,147,138272
COD,2021-05-18,438,138710
COD,2021-05-19,438,139148
COD,2021-05-20,476,139624
COD,2021-05-21,401,140025
COD,2021-05-22,499,140524
COD,2021-05-23,177,140701
COD,2021-05-24,422,141123
COD,2021-05-25,226,141349
COD,2021-05-26,280,141629
COD,2021-05-27,512,142141
COD,2021-05-28,230,142371
COD,2021-05-29,533,142904
COD,2021-05-30,253,143157
COD,2021-05-31,0,143157
COD,2021-06-01,474,143631
COD,2021-06-02,488,144119
COD,2021-06-03,489,144608
COD,2021-06-04,715,145323
COD,2021-06-05,946,146269
COD,2021-06-06,587,146856
COD,2021-06-07,510,147366
COD,2021-06-08,2511,149877
COD,2021-06-09,1133,151010
COD,2021-06-10,2532,153542
COD,2021-06-11,1069,154611
COD,2021-06-12,1358,155969
COD,2021-06-13,5137,161106
COD,2021-06-14,1092,162198
COD,2021-06-15,1003,163201
COD,2021-06-16,1009,164210
COD,2021-06-17,1200,165410
COD,2021-06-18,562,165972
COD,2021-06-19,3485,169457
COD,2021-06-20,540,169997
COD,2021-06-21,1906,171903
COD,2021-06-22,1100,173003
COD,2021-06-23,1126,174129
DNK,2020-02-02,1,1
DNK,2020-02-03,0,1
DNK,2020-02-04,0,1
DNK,2020-02-05,0,1
DNK,2020-02-06,0,1
DNK,2020-02-07,0,1
DNK,2020-02-08,0,1
DNK,2020-02-09,0,1
DNK,2020-02-10,0,1
DNK,2020-02-11,0,1
DNK,2020-02-12,0,1
DNK,2020-02-13,1,2
DNK,2020-02-14,0,2
DNK,2020-02-15,0,2
DNK,2020-02-16,0,2
DNK,2020-02-17,1,3
DNK,2020-02-18,2,5
DNK,2020-02-19,2,7
DNK,2020-02-20,1,8
DNK,2020-02-21,0,8
DNK,2020-02-22,1,9
DNK,2020-02-23,0,9
DNK,2020-02-24,0,9
DNK,2020-02-25,10,19
DNK,2020-02-26,30,49
DNK,2020-02-27,109,158
DNK,2020-02-28,62,220
DNK,2020-02-29,74,294
DNK,2020-03-01,49,343
DNK,2020-03-02,80,423
DNK,2020-03-03,63,486
DNK,2020-03-04,88,574
DNK,2020-03-05,109,683
DNK,2020-03-06,127,810
DNK,2020-03-07,108,918
DNK,2020-03-08,229,1147
DNK,2020-03-09,577,1724
DNK,2020-03-10,806,2530
DNK,2020-03-11,882,3412
DNK,2020-03-12,676,4088
DNK,2020-03-13,710,4798
DNK,2020-03-14,583,5381
DNK,2020-03-15,726,6107
DNK,2020-03-16,1016,7123
DNK,2020-03-17,948,8071
DNK,2020-03-18,1226,9297
DNK,2020-03-19,1848,11145
DNK,2020-03-20,1178,12323
DNK,2020-03-21,602,12925
DNK,2020-03-22,532,13457
DNK,2020-03-23,1124,14581
DNK,2020-03-24,1123,15704
DNK,2020-03-25,1372,17076
DNK,2020-03-26,1610,18686
DNK,2020-03-27,2110,20796
DNK,2020-03-28,1383,22179
DNK,2020-03-29,1301,23480
DNK,2020-03-30,3218,26698
DNK,2020-03-31,3209,29907
DNK,2020-04-01,3558,33465
DNK,2020-04-02,5749,39214
DNK,2020-04-03,6615,45829
DNK,2020-04-04,3685,49514
DNK,2020-04-05,2187,51701
DNK,2020-04-06,6529,58230
DNK,2020-04-07,6350,64580
DNK,2020-04-08,5608,70188
DNK,2020-04-09,2522,72710
DNK,2020-04-10,2303,75013
DNK,2020-04-11,2210,77223
DNK,2020-04-12,2118,79341
DNK,2020-04-13,2129,81470
DNK,2020-04-14,6186,87656
DNK,2020-04-15,5600,93256
DNK,2020-04-16,5299,98555
DNK,2020-04-17,4773,103328
DNK,2020-04-18,2271,105599
DNK,2020-04-19,1860,107459
DNK,2020-04-20,6642,114101
DNK,2020-04-21,9745,123846
DNK,2020-04-22,11580,135426
DNK,2020-04-23,12459,147885
DNK,2020-04-24,14781,162666
DNK,2020-04-25,12416,175082
DNK,2020-04-26,10301,185383
DNK,2020-04-27,17341,202724
DNK,2020-04-28,16262,218986
DNK,2020-04-29,16058,235044
DNK,2020-04-30,15935,250979
DNK,2020-05-01,14432,265411
DNK,2020-05-02,11149,276560
DNK,2020-05-03,9001,285561
DNK,2020-05-04,17830,303391
DNK,2020-05-05,16018,319409
DNK,2020-05-06,14525,333934
DNK,2020-05-07,14414,348348
DNK,2020-05-08,8378,356726
DNK,2020-05-09,8250,364976
DNK,2020-05-10,6693,371669
DNK,2020-05-11,16449,388118
DNK,2020-05-12,14777,402895
DNK,2020-05-13,14713,417608
DNK,2020-05-14,12977,430585
DNK,2020-05-15,12650,443235
DNK,2020-05-16,7715,450950
DNK,2020-05-17,7094,458044
DNK,2020-05-18,15262,473306
DNK,2020-05-19,14906,488212
DNK,2020-05-20,14432,502644
DNK,2020-05-21,8505,511149
DNK,2020-05-22,12316,523465
DNK,2020-05-23,8804,532269
DNK,2020-05-24,8687,540956
DNK,2020-05-25,18300,559256
DNK,2020-05-26,15980,575236
DNK,2020-05-27,14781,590017
DNK,2020-05-28,13141,603158
DNK,2020-05-29,11786,614944
DNK,2020-05-30,7181,622125
DNK,2020-05-31,7648,629773
DNK,2020-06-01,8745,638518
DNK,2020-06-02,15549,654067
DNK,2020-06-03,13383,667450
DNK,2020-06-04,11865,679315
DNK,2020-06-05,9680,688995
DNK,2020-06-06,7986,696981
DNK,2020-06-07,7766,704747
DNK,2020-06-08,16855,721602
DNK,2020-06-09,15661,737263
DNK,2020-06-10,14968,752231
DNK,2020-06-11,14613,766844
DNK,2020-06-12,14880,781724
DNK,2020-06-13,10019,791743
DNK,2020-06-14,9069,800812
DNK,2020-06-15,17725,818537
DNK,2020-06-16,18209,836746
DNK,2020-06-17,19224,855970
DNK,2020-06-18,17511,873481
DNK,2020-06-19,16991,890472
DNK,2020-06-20,12112,902584
DNK,2020-06-21,11430,914014
DNK,2020-06-22,21462,935476
DNK,2020-06-23,20914,956390
DNK,2020-06-24,20075,976465
DNK,2020-06-25,16827,993292
DNK,2020-06-26,15741,1009033
DNK,2020-06-27,9489,1018522
DNK,2020-06-28,9458,1027980
DNK,2020-06-29,18722,1046702
DNK,2020-06-30,17888,1064590
DNK,2020-07-01,17616,1082206
DNK,2020-07-02,15357,1097563
DNK,2020-07-03,14320,1111883
DNK,2020-07-04,9670,1121553
DNK,2020-07-05,9741,1131294
DNK,2020-07-06,17840,1149134
DNK,2020-07-07,16513,1165647
DNK,2020-07-08,15898,1181545
DNK,2020-07-09,14341,1195886
DNK,2020-07-10,14184,1210070
DNK,2020-07-11,9656,1219726
DNK,2020-07-12,9131,1228857
DNK,2020-07-13,18278,1247135
DNK,2020-07-14,16718,1263853
DNK,2020-07-15,16346,1280199
DNK,2020-07-16,15181,1295380
DNK,2020-07-17,14276,1309656
DNK,2020-07-18,10671,1320327
DNK,2020-07-19,10940,1331267
DNK,2020-07-20,18211,1349478
DNK,2020-07-21,16694,1366172
DNK,2020-07-22,16643,1382815
DNK,2020-07-23,15790,1398605
DNK,2020-07-24,16108,1414713
DNK,2020-07-25,11731,1426444
DNK,2020-07-26,12805,1439249
DNK,2020-07-27,20724,1459973
DNK,2020-07-28,20376,1480349
DNK,2020-07-29,20224,1500573
DNK,2020-07-30,20541,1521114
DNK,2020-07-31,19915,1541029
DNK,2020-08-01,14306,1555335
DNK,2020-08-02,15716,1571051
DNK,2020-08-03,23844,1594895
DNK,2020-08-04,24946,1619841
DNK,2020-08-05,24854,1644695
DNK,2020-08-06,26848,1671543
DNK,2020-08-07,27059,1698602
DNK,2020-08-08,20788,1719390
DNK,2020-08-09,20932,1740322
DNK,2020-08-10,30953,1771275
DNK,2020-08-11,33527,1804802
DNK,2020-08-12,34727,1839529
DNK,2020-08-13,33796,1873325
DNK,2020-08-14,32563,1905888
DNK,2020-08-15,25250,1931138
DNK,2020-08-16,25599,1956737
DNK,2020-08-17,35579,1992316
DNK,2020-08-18,37881,2030197
DNK,2020-08-19,39067,2069264
DNK,2020-08-20,38011,2107275
DNK,2020-08-21,35709,2142984
DNK,2020-08-22,28635,2171619
DNK,2020-08-23,27561,2199180
DNK,2020-08-24,39336,2238516
DNK,2020-08-25,39814,2278330
DNK,2020-08-26,40054,2318384
DNK,2020-08-27,38675,2357059
DNK,2020-08-28,35429,2392488
DNK,2020-08-29,25184,2417672
DNK,2020-08-30,25244,2442916
DNK,2020-08-31,39637,2482553
DNK,2020-09-01,39253,2521806
DNK,2020-09-02,40019,2561825
DNK,2020-09-03,38809,2600634
DNK,2020-09-04,40139,2640773
DNK,2020-09-05,28976,2669749
DNK,2020-09-06,29754,2699503
DNK,2020-09-07,47893,2747396
DNK,2020-09-08,48354,2795750
DNK,2020-09-09,48840,2844590
DNK,2020-09-10,52171,2896761
DNK,2020-09-11,50575,2947336
DNK,2020-09-12,41718,2989054
DNK,2020-09-13,41900,3030954
DNK,2020-09-14,55785,3086739
DNK,2020-09-15,56157,3142896
DNK,2020-09-16,56699,3199595
DNK,2020-09-17,52062,3251657
DNK,2020-09-18,51572,3303229
DNK,2020-09-19,40425,3343654
DNK,2020-09-20,40969,3384623
DNK,2020-09-21,54189,3438812
DNK,2020-09-22,56632,3495444
DNK,2020-09-23,55683,3551127
DNK,2020-09-24,53932,3605059
DNK,2020-09-25,51594,3656653
DNK,2020-09-26,39984,3696637
DNK,2020-09-27,39623,3736260
DNK,2020-09-28,54003,3790263
DNK,2020-09-29,50817,3841080
DNK,2020-09-30,47976,3889056
DNK,2020-10-01,44600,3933656
DNK,2020-10-02,43183,3976839
DNK,2020-10-03,33981,4010820
DNK,2020-10-04,33955,4044775
DNK,2020-10-05,52642,4097417
DNK,2020-10-06,53627,4151044
DNK,2020-10-07,50486,4201530
DNK,2020-10-08,48124,4249654
DNK,2020-10-09,39707,4289361
DNK,2020-10-10,27469,4316830
DNK,2020-10-11,26770,4343600
DNK,2020-10-12,40602,4384202
DNK,2020-10-13,36289,4420491
DNK,2020-10-14,36128,4456619
DNK,2020-10-15,35456,4492075
DNK,2020-10-16,34773,4526848
DNK,2020-10-17,27152,4554000
DNK,2020-10-18,30274,4584274
DNK,2020-10-19,48310,4632584
DNK,2020-10-20,44678,4677262
DNK,2020-10-21,47533,4724795
DNK,2020-10-22,49655,4774450
DNK,2020-10-23,50591,4825041
DNK,2020-10-24,45801,4870842
DNK,2020-10-25,51926,4922768
DNK,2020-10-26,66140,4988908
DNK,2020-10-27,73495,5062403
DNK,2020-10-28,70458,5132861
DNK,2020-10-29,68123,5200984
DNK,2020-10-30,64105,5265089
DNK,2020-10-31,51286,5316375
DNK,2020-11-01,51835,5368210
DNK,2020-11-02,70512,5438722
DNK,2020-11-03,73758,5512480
DNK,2020-11-04,71632,5584112
DNK,2020-11-05,71485,5655597
DNK,2020-11-06,69486,5725083
DNK,2020-11-07,59039,5784122
DNK,2020-11-08,58175,5842297
DNK,2020-11-09,81330,5923627
DNK,2020-11-10,80782,6004409
DNK,2020-11-11,76243,6080652
DNK,2020-11-12,74229,6154881
DNK,2020-11-13,72041,6226922
DNK,2020-11-14,56125,6283047
DNK,2020-11-15,55306,6338353
DNK,2020-11-16,79314,6417667
DNK,2020-11-17,82542,6500209
DNK,2020-11-18,79931,6580140
DNK,2020-11-19,75401,6655541
DNK,2020-11-20,72594,6728135
DNK,2020-11-21,57736,6785871
DNK,2020-11-22,60988,6846859
DNK,2020-11-23,77416,6924275
DNK,2020-11-24,83748,7008023
DNK,2020-11-25,80273,7088296
DNK,2020-11-26,80401,7168697
DNK,2020-11-27,72172,7240869
DNK,2020-11-28,56611,7297480
DNK,2020-11-29,58069,7355549
DNK,2020-11-30,80796,7436345
DNK,2020-12-01,82561,7518906
DNK,2020-12-02,84882,7603788
DNK,2020-12-03,88424,7692212
DNK,2020-12-04,81878,7774090
DNK,2020-12-05,63397,7837487
DNK,2020-12-06,69187,7906674
DNK,2020-12-07,98384,8005058
DNK,2020-12-08,110530,8115588
DNK,2020-12-09,109651,8225239
DNK,2020-12-10,109672,8334911
DNK,2020-12-11,102377,8437288
DNK,2020-12-12,85552,8522840
DNK,2020-12-13,86855,8609695
DNK,2020-12-14,122593,8732288
DNK,2020-12-15,134497,8866785
DNK,2020-12-16,136603,9003388
DNK,2020-12-17,133887,9137275
DNK,2020-12-18,130243,9267518
DNK,2020-12-19,115116,9382634
DNK,2020-12-20,120927,9503561
DNK,2020-12-21,168293,9671854
DNK,2020-12-22,163526,9835380
DNK,2020-12-23,120590,9955970
DNK,2020-12-24,38866,9994836
DNK,2020-12-25,39382,10034218
DNK,2020-12-26,62850,10097068
DNK,2020-12-27,67157,10164225
DNK,2020-12-28,112261,10276486
DNK,2020-12-29,117889,10394375
DNK,2020-12-30,111380,10505755
DNK,2020-12-31,34462,10540217
DNK,2021-01-01,32021,10572238
DNK,2021-01-02,73453,10645691
DNK,2021-01-03,65623,10711314
DNK,2021-01-04,107361,10818675
DNK,2021-01-05,105577,10924252
DNK,2021-01-06,97035,11021287
DNK,2021-01-07,86421,11107708
DNK,2021-01-08,76570,11184278
DNK,2021-01-09,53521,11237799
DNK,2021-01-10,48754,11286553
DNK,2021-01-11,82711,11369264
DNK,2021-01-12,86191,11455455
DNK,2021-01-13,78860,11534315
DNK,2021-01-14,106737,11641052
DNK,2021-01-15,100907,11741959
DNK,2021-01-16,77360,11819319
DNK,2021-01-17,75273,11894592
DNK,2021-01-18,111394,12005986
DNK,2021-01-19,125187,12131173
DNK,2021-01-20,116677,12247850
DNK,2021-01-21,126729,12374579
DNK,2021-01-22,113152,12487731
DNK,2021-01-23,81783,12569514
DNK,2021-01-24,80054,12649568
DNK,2021-01-25,126982,12776550
DNK,2021-01-26,123901,12900451
DNK,2021-01-27,117644,13018095
DNK,2021-01-28,138737,13156832
DNK,2021-01-29,118175,13275007
DNK,2021-01-30,83169,13358176
DNK,2021-01-31,77543,13435719
DNK,2021-02-01,128096,13563815
DNK,2021-02-02,119525,13683340
DNK,2021-02-03,115171,13798511
DNK,2021-02-04,148438,13946949
DNK,2021-02-05,132806,14079755
DNK,2021-02-06,91274,14171029
DNK,2021-02-07,78960,14249989
DNK,2021-02-08,128813,14378802
DNK,2021-02-09,118727,14497529
DNK,2021-02-10,122961,14620490
DNK,2021-02-11,152941,14773431
DNK,2021-02-12,131567,14904998
DNK,2021-02-13,90105,14995103
DNK,2021-02-14,84946,15080049
DNK,2021-02-15,130691,15210740
DNK,2021-02-16,124600,15335340
DNK,2021-02-17,124136,15459476
DNK,2021-02-18,153808,15613284
DNK,2021-02-19,128791,15742075
DNK,2021-02-20,97624,15839699
DNK,2021-02-21,96917,15936616
DNK,2021-02-22,148824,16085440
DNK,2021-02-23,139626,16225066
DNK,2021-02-24,135900,16360966
DNK,2021-02-25,168629,16529595
DNK,2021-02-26,153366,16682961
DNK,2021-02-27,120288,16803249
DNK,2021-02-28,118142,16921391
DNK,2021-03-01,168917,17090308
DNK,2021-03-02,161159,17251467
DNK,2021-03-03,156540,17408007
DNK,2021-03-04,187079,17595086
DNK,2021-03-05,155247,17750333
DNK,2021-03-06,115482,17865815
DNK,2021-03-07,121643,17987458
DNK,2021-03-08,170437,18157895
DNK,2021-03-09,155492,18313387
DNK,2021-03-10,153602,18466989
DNK,2021-03-11,186540,18653529
DNK,2021-03-12,161223,18814752
DNK,2021-03-13,131522,18946274
DNK,2021-03-14,134738,19081012
DNK,2021-03-15,188321,19269333
DNK,2021-03-16,179905,19449238
DNK,2021-03-17,167816,19617054
DNK,2021-03-18,193846,19810900
DNK,2021-03-19,164799,19975699
DNK,2021-03-20,130659,20106358
DNK,2021-03-21,135468,20241826
DNK,2021-03-22,187780,20429606
DNK,2021-03-23,180908,20610514
DNK,2021-03-24,173667,20784181
DNK,2021-03-25,191865,20976046
DNK,2021-03-26,175053,21151099
DNK,2021-03-27,120350,21271449
DNK,2021-03-28,123458,21394907
DNK,2021-03-29,187581,21582488
DNK,2021-03-30,194732,21777220
DNK,2021-03-31,194865,21972085
DNK,2021-04-01,139653,22111738
DNK,2021-04-02,113863,22225601
DNK,2021-04-03,128678,22354279
DNK,2021-04-04,166342,22520621
DNK,2021-04-05,179399,22700020
DNK,2021-04-06,208209,22908229
DNK,2021-04-07,176614,23084843
DNK,2021-04-08,192857,23277700
DNK,2021-04-09,172698,23450398
DNK,2021-04-10,151559,23601957
DNK,2021-04-11,154064,23756021
DNK,2021-04-12,204533,23960554
DNK,2021-04-13,190850,24151404
DNK,2021-04-14,182675,24334079
DNK,2021-04-15,201280,24535359
DNK,2021-04-16,167799,24703158
DNK,2021-04-17,142504,24845662
DNK,2021-04-18,152068,24997730
DNK,2021-04-19,200153,25197883
DNK,2021-04-20,189176,25387059
DNK,2021-04-21,187450,25574509
DNK,2021-04-22,224473,25798982
DNK,2021-04-23,180558,25979540
DNK,2021-04-24,139579,26119119
DNK,2021-04-25,152632,26271751
DNK,2021-04-26,193740,26465491
DNK,2021-04-27,179121,26644612
DNK,2021-04-28,185262,26829874
DNK,2021-04-29,226847,27056721
DNK,2021-04-30,136200,27192921
DNK,2021-05-01,130872,27323793
DNK,2021-05-02,151394,27475187
DNK,2021-05-03,190631,27665818
DNK,2021-05-04,177516,27843334
DNK,2021-05-05,196364,28039698
DNK,2021-05-06,234537,28274235
DNK,2021-05-07,200147,28474382
DNK,2021-05-08,144938,28619320
DNK,2021-05-09,162860,28782180
DNK,2021-05-10,209847,28992027
DNK,2021-05-11,197690,29189717
DNK,2021-05-12,221291,29411008
DNK,2021-05-13,178538,29589546
DNK,2021-05-14,167428,29756974
DNK,2021-05-15,139422,29896396
DNK,2021-05-16,168297,30064693
DNK,2021-05-17,203144,30267837
DNK,2021-05-18,179029,30446866
DNK,2021-05-19,175787,30622653
DNK,2021-05-20,214376,30837029
DNK,2021-05-21,185227,31022256
DNK,2021-05-22,112611,31134867
DNK,2021-05-23,133409,31268276
DNK,2021-05-24,148016,31416292
DNK,2021-05-25,171119,31587411
DNK,2021-05-26,151518,31738929
DNK,2021-05-27,200631,31939560
DNK,2021-05-28,152513,32092073
DNK,2021-05-29,94191,32186264
DNK,2021-05-30,122759,32309023
DNK,2021-05-31,149515,32458538
DNK,2021-06-01,129107,32587645
DNK,2021-06-02,139400,32727045
DNK,2021-06-03,189222,32916267
DNK,2021-06-04,141848,33058115
DNK,2021-06-05,78634,33136749
DNK,2021-06-06,109174,33245923
DNK,2021-06-07,127208,33373131
DNK,2021-06-08,106156,33479287
DNK,2021-06-09,109295,33588582
DNK,2021-06-10,154248,33742830
DNK,2021-06-11,105583,33848413
DNK,2021-06-12,57795,33906208
DNK,2021-06-13,80472,33986680
DNK,2021-06-14,94815,34081495
DNK,2021-06-15,87122,34168617
DNK,2021-06-16,89870,34258487
DNK,2021-06-17,113779,34372266
DNK,2021-06-18,82578,34454844
DNK,2021-06-19,50923,34505767
DNK,2021-06-20,73498,34579265
DNK,2021-06-21,77592,34656857
DNK,2021-06-22,70902,34727759
DNK,2021-06-23,76040,34803799
DNK,2021-06-24,116727,34920526
DNK,2021-06-25,86955,35007481
DNK,2021-06-26,52388,35059869
DNK,2021-06-27,34473,35094342
DOM,2020-03-18,0,0
DOM,2020-03-19,0,0
DOM,2020-03-20,0,0
DOM,2020-03-21,309,309
DOM,2020-03-22,191,500
DOM,2020-03-23,185,685
DOM,2020-03-24,134,819
DOM,2020-03-25,341,1160
DOM,2020-03-26,282,1442
DOM,2020-03-27,423,1865
DOM,2020-03-28,437,2302
DOM,2020-03-29,366,2668
DOM,2020-03-30,299,2967
DOM,2020-03-31,447,3414
DOM,2020-04-01,316,3730
DOM,2020-04-02,182,3912
DOM,2020-04-03,342,4254
DOM,2020-04-04,641,4895
DOM,2020-04-05,306,5201
DOM,2020-04-06,331,5532
DOM,2020-04-07,538,6070
DOM,2020-04-08,793,6863
DOM,2020-04-09,785,7648
DOM,2020-04-10,533,8181
DOM,2020-04-11,806,8987
DOM,2020-04-12,800,9787
DOM,2020-04-13,373,10160
DOM,2020-04-14,1293,11453
DOM,2020-04-15,488,11941
DOM,2020-04-16,1053,12994
DOM,2020-04-17,1091,14085
DOM,2020-04-18,1210,15295
DOM,2020-04-19,1099,16394
DOM,2020-04-20,291,16685
DOM,2020-04-21,1288,17973
DOM,2020-04-22,1019,18992
DOM,2020-04-23,990,19982
DOM,2020-04-24,1014,20996
DOM,2020-04-25,1214,22210
DOM,2020-04-26,987,23197
DOM,2020-04-27,494,23691
DOM,2020-04-28,1389,25080
DOM,2020-04-29,1613,26693
DOM,2020-04-30,1465,28158
DOM,2020-05-01,1656,29814
DOM,2020-05-02,1923,31737
DOM,2020-05-03,1352,33089
DOM,2020-05-04,959,34048
DOM,2020-05-05,1004,35052
DOM,2020-05-06,1619,36671
DOM,2020-05-07,1584,38255
DOM,2020-05-08,2048,40303
DOM,2020-05-09,2024,42327
DOM,2020-05-10,1672,43999
DOM,2020-05-11,1038,45037
DOM,2020-05-12,1792,46829
DOM,2020-05-13,746,47575
DOM,2020-05-14,2245,49820
DOM,2020-05-15,2251,52071
DOM,2020-05-16,921,52992
DOM,2020-05-17,2189,55181
DOM,2020-05-18,2888,58069
DOM,2020-05-19,1619,59688
DOM,2020-05-20,1354,61042
DOM,2020-05-21,2189,63231
DOM,2020-05-22,1836,65067
DOM,2020-05-23,2585,67652
DOM,2020-05-24,1668,69320
DOM,2020-05-25,1364,70684
DOM,2020-05-26,2149,72833
DOM,2020-05-27,1491,74324
DOM,2020-05-28,2318,76642
DOM,2020-05-29,2242,78884
DOM,2020-05-30,2475,81359
DOM,2020-05-31,1797,83156
DOM,2020-06-01,1194,84350
DOM,2020-06-02,1647,85997
DOM,2020-06-03,1771,87768
DOM,2020-06-04,2085,89853
DOM,2020-06-05,2079,91932
DOM,2020-06-06,2291,94223
DOM,2020-06-07,2529,96752
DOM,2020-06-08,1060,97812
DOM,2020-06-09,1935,99747
DOM,2020-06-10,2465,102212
DOM,2020-06-11,2516,104728
DOM,2020-06-12,2159,106887
DOM,2020-06-13,1847,108734
DOM,2020-06-14,1759,110493
DOM,2020-06-15,1822,112315
DOM,2020-06-16,1932,114247
DOM,2020-06-17,2584,116831
DOM,2020-06-18,2200,119031
DOM,2020-06-19,3327,122358
DOM,2020-06-20,3222,125580
DOM,2020-06-21,2907,128487
DOM,2020-06-22,1970,130457
DOM,2020-06-23,2973,133430
DOM,2020-06-24,2251,135681
DOM,2020-06-25,2729,138410
DOM,2020-06-26,3642,142052
DOM,2020-06-27,3720,145772
DOM,2020-06-28,2148,147920
DOM,2020-06-29,2711,150631
DOM,2020-06-30,3210,153841
DOM,2020-07-01,2916,156757
DOM,2020-07-02,3496,160253
DOM,2020-07-03,3186,163439
DOM,2020-07-04,3645,167084
DOM,2020-07-05,2627,169711
DOM,2020-07-06,1098,170809
DOM,2020-07-07,3654,174463
DOM,2020-07-08,4087,178550
DOM,2020-07-09,3425,181975
DOM,2020-07-10,3590,185565
DOM,2020-07-11,3538,189103
DOM,2020-07-12,2969,192072
DOM,2020-07-13,2101,194173
DOM,2020-07-14,4035,198208
DOM,2020-07-15,3173,201381
DOM,2020-07-16,3769,205150
DOM,2020-07-17,3814,208964
DOM,2020-07-18,3833,212797
DOM,2020-07-19,3396,216193
DOM,2020-07-20,2345,218538
DOM,2020-07-21,3760,222298
DOM,2020-07-22,4107,226405
DOM,2020-07-23,3961,230366
DOM,2020-07-24,4635,235001
DOM,2020-07-25,5487,240488
DOM,2020-07-26,3867,244355
DOM,2020-07-27,2310,246665
DOM,2020-07-28,3471,250136
DOM,2020-07-29,4932,255068
DOM,2020-07-30,4815,259883
DOM,2020-07-31,4115,263998
DOM,2020-08-01,2558,266556
DOM,2020-08-02,1685,268241
