ISO3,Date,Tests_diff,Tests
ALB,2020-02-25,8,8
ALB,2020-02-26,5,13
ALB,2020-02-27,4,17
ALB,2020-02-28,1,18
ALB,2020-02-29,8,26
ALB,2020-03-01,3,29
ALB,2020-03-02,2,31
ALB,2020-03-03,5,36
ALB,2020-03-04,6,42
ALB,2020-03-05,8,50
ALB,2020-03-06,3,53
ALB,2020-03-07,5,58
ALB,2020-03-08,1,59
ALB,2020-03-09,18,77
ALB,2020-03-10,37,114
ALB,2020-03-11,43,157
ALB,2020-03-12,141,298
ALB,2020-03-13,159,457
ALB,2020-03-14,48,505
ALB,2020-03-15,27,532
ALB,2020-03-16,31,563
ALB,2020-03-17,42,605
ALB,2020-03-18,60,665
ALB,2020-03-19,32,697
ALB,2020-03-20,35,732
ALB,2020-03-21,46,778
ALB,2020-03-22,33,811
ALB,2020-03-23,0,811
ALB,2020-03-24,0,811
ALB,2020-03-25,111,922
ALB,2020-03-26,103,1025
ALB,2020-03-27,102,1127
ALB,2020-03-28,79,1206
ALB,2020-03-29,111,1317
ALB,2020-03-30,90,1407
ALB,2020-03-31,145,1552
ALB,2020-04-01,152,1704
ALB,2020-04-02,96,1800
ALB,2020-04-03,112,1912
ALB,2020-04-04,216,2128
ALB,2020-04-05,149,2277
ALB,2020-04-06,175,2452
ALB,2020-04-07,182,2634
ALB,2020-04-08,236,2870
ALB,2020-04-09,234,3104
ALB,2020-04-10,162,3266
ALB,2020-04-11,259,3525
ALB,2020-04-12,233,3758
ALB,2020-04-13,193,3951
ALB,2020-04-14,236,4187
ALB,2020-04-15,252,4439
ALB,2020-04-16,269,4708
ALB,2020-04-17,253,4961
ALB,2020-04-18,231,5192
ALB,2020-04-19,231,5423
ALB,2020-04-20,233,5656
ALB,2020-04-21,242,5898
ALB,2020-04-22,252,6150
ALB,2020-04-23,240,6390
ALB,2020-04-24,259,6649
ALB,2020-04-25,247,6896
ALB,2020-04-26,264,7160
ALB,2020-04-27,212,7372
ALB,2020-04-28,267,7639
ALB,2020-04-29,270,7909
ALB,2020-04-30,225,8134
ALB,2020-05-01,245,8379
ALB,2020-05-02,171,8550
ALB,2020-05-03,197,8747
ALB,2020-05-04,140,8887
ALB,2020-05-05,270,9157
ALB,2020-05-06,255,9412
ALB,2020-05-07,275,9687
ALB,2020-05-08,238,9925
ALB,2020-05-09,224,10149
ALB,2020-05-10,170,10319
ALB,2020-05-11,121,10440
ALB,2020-05-12,243,10683
ALB,2020-05-13,246,10929
ALB,2020-05-14,191,11120
ALB,2020-05-15,219,11339
ALB,2020-05-16,306,11645
ALB,2020-05-17,260,11905
ALB,2020-05-18,168,12073
ALB,2020-05-19,177,12250
ALB,2020-05-20,186,12436
ALB,2020-05-21,204,12640
ALB,2020-05-22,174,12814
ALB,2020-05-23,200,13014
ALB,2020-05-24,146,13160
ALB,2020-05-25,54,13214
ALB,2020-05-26,173,13387
ALB,2020-05-27,262,13649
ALB,2020-05-28,225,13874
ALB,2020-05-29,276,14150
ALB,2020-05-30,229,14379
ALB,2020-05-31,225,14604
ALB,2020-06-01,102,14706
ALB,2020-06-02,243,14949
ALB,2020-06-03,297,15246
ALB,2020-06-04,282,15528
ALB,2020-06-05,162,15690
ALB,2020-06-06,253,15943
ALB,2020-06-07,193,16136
ALB,2020-06-08,102,16238
ALB,2020-06-09,359,16597
ALB,2020-06-10,311,16908
ALB,2020-06-11,291,17199
ALB,2020-06-12,300,17499
ALB,2020-06-13,270,17769
ALB,2020-06-14,362,18131
ALB,2020-06-15,319,18450
ALB,2020-06-16,364,18814
ALB,2020-06-17,333,19147
ALB,2020-06-18,280,19427
ALB,2020-06-19,330,19757
ALB,2020-06-20,320,20077
ALB,2020-06-21,327,20404
ALB,2020-06-22,239,20643
ALB,2020-06-23,328,20971
ALB,2020-06-24,347,21318
ALB,2020-06-25,344,21662
ALB,2020-06-26,402,22064
ALB,2020-06-27,355,22419
ALB,2020-06-28,374,22793
ALB,2020-06-29,371,23164
ALB,2020-06-30,371,23535
ALB,2020-07-01,269,23804
ALB,2020-07-02,368,24172
ALB,2020-07-03,362,24534
ALB,2020-07-04,376,24910
ALB,2020-07-05,392,25302
ALB,2020-07-06,459,25761
ALB,2020-07-07,409,26170
ALB,2020-07-08,397,26567
ALB,2020-07-09,401,26968
ALB,2020-07-10,420,27388
ALB,2020-07-11,420,27808
ALB,2020-07-12,420,28228
ALB,2020-07-13,585,28813
ALB,2020-07-14,451,29264
ALB,2020-07-15,361,29625
ALB,2020-07-16,425,30050
ALB,2020-07-17,431,30481
ALB,2020-07-18,501,30982
ALB,2020-07-19,331,31313
ALB,2020-07-20,267,31580
ALB,2020-07-21,482,32062
ALB,2020-07-22,496,32558
ALB,2020-07-23,477,33035
ALB,2020-07-24,564,33599
ALB,2020-07-25,304,33903
ALB,2020-07-26,504,34407
ALB,2020-07-27,500,34907
ALB,2020-07-28,507,35414
ALB,2020-07-29,502,35916
ALB,2020-07-30,507,36423
ALB,2020-07-31,500,36923
ALB,2020-08-01,510,37433
ALB,2020-08-02,474,37907
ALB,2020-08-03,474,38381
ALB,2020-08-04,546,38927
ALB,2020-08-05,561,39488
ALB,2020-08-06,531,40019
ALB,2020-08-07,586,40605
ALB,2020-08-08,500,41105
ALB,2020-08-09,561,41666
ALB,2020-08-10,506,42172
ALB,2020-08-11,603,42775
ALB,2020-08-12,625,43400
ALB,2020-08-13,643,44043
ALB,2020-08-14,639,44682
ALB,2020-08-15,650,45332
ALB,2020-08-16,626,45958
ALB,2020-08-17,501,46459
ALB,2020-08-18,932,47391
ALB,2020-08-19,864,48255
ALB,2020-08-20,847,49102
ALB,2020-08-21,864,49966
ALB,2020-08-22,837,50803
ALB,2020-08-23,785,51588
ALB,2020-08-24,947,52535
ALB,2020-08-25,870,53405
ALB,2020-08-26,878,54283
ALB,2020-08-27,865,55148
ALB,2020-08-28,801,55949
ALB,2020-08-29,796,56745
ALB,2020-08-30,803,57548
ALB,2020-08-31,820,58368
ALB,2020-09-01,812,59180
ALB,2020-09-02,856,60036
ALB,2020-09-03,835,60871
ALB,2020-09-04,857,61728
ALB,2020-09-05,860,62588
ALB,2020-09-06,847,63435
ALB,2020-09-07,824,64259
ALB,2020-09-08,830,65089
ALB,2020-09-09,852,65941
ALB,2020-09-10,870,66811
ALB,2020-09-11,875,67686
ALB,2020-09-12,872,68558
ALB,2020-09-13,877,69435
ALB,2020-09-14,862,70297
ALB,2020-09-15,810,71107
ALB,2020-09-16,824,71931
ALB,2020-09-17,817,72748
ALB,2020-09-18,833,73581
ALB,2020-09-19,836,74417
ALB,2020-09-20,844,75261
ALB,2020-09-21,809,76070
ALB,2020-09-22,825,76895
ALB,2020-09-23,887,77782
ALB,2020-09-24,852,78634
ALB,2020-09-25,808,79442
ALB,2020-09-26,811,80253
ALB,2020-09-27,832,81085
ALB,2020-09-28,824,81909
ALB,2020-09-29,820,82729
ALB,2020-09-30,842,83571
ALB,2020-10-01,1013,84584
ALB,2020-10-02,1085,85669
ALB,2020-10-03,1008,86677
ALB,2020-10-04,963,87640
ALB,2020-10-05,912,88552
ALB,2020-10-06,905,89457
ALB,2020-10-07,914,90371
ALB,2020-10-08,971,91342
ALB,2020-10-09,932,92274
ALB,2020-10-10,960,93234
ALB,2020-10-11,943,94177
ALB,2020-10-12,952,95129
ALB,2020-10-13,1055,96184
ALB,2020-10-14,1351,97535
ALB,2020-10-15,1398,98933
ALB,2020-10-16,1402,100335
ALB,2020-10-17,1289,101624
ALB,2020-10-18,1276,102900
ALB,2020-10-19,1413,104313
ALB,2020-10-20,1407,105720
ALB,2020-10-21,1375,107095
ALB,2020-10-22,1405,108500
ALB,2020-10-23,1412,109912
ALB,2020-10-24,1329,111241
ALB,2020-10-25,1315,112556
ALB,2020-10-26,1304,113860
ALB,2020-10-27,1278,115138
ALB,2020-10-28,1397,116535
ALB,2020-10-29,1422,117957
ALB,2020-10-30,1534,119491
ALB,2020-10-31,1260,120751
ALB,2020-11-01,1472,122223
ALB,2020-11-02,1446,123669
ALB,2020-11-03,1684,125353
ALB,2020-11-04,1725,127078
ALB,2020-11-05,1744,128822
ALB,2020-11-06,1954,130776
ALB,2020-11-07,1927,132703
ALB,2020-11-08,1942,134645
ALB,2020-11-09,1967,136612
ALB,2020-11-10,1739,138351
ALB,2020-11-11,1864,140215
ALB,2020-11-12,1559,141774
ALB,2020-11-13,2051,143825
ALB,2020-11-14,2055,145880
ALB,2020-11-15,2106,147986
ALB,2020-11-16,2086,150072
ALB,2020-11-17,2137,152209
ALB,2020-11-18,2117,154326
ALB,2020-11-19,2152,156478
ALB,2020-11-20,2198,158676
ALB,2020-11-21,1942,160618
ALB,2020-11-22,1627,162245
ALB,2020-11-23,2032,164277
ALB,2020-11-24,2095,166372
ALB,2020-11-25,1727,168099
ALB,2020-11-26,1777,169876
ALB,2020-11-27,1778,171654
ALB,2020-11-28,1416,173070
ALB,2020-11-29,2120,175190
ALB,2020-11-30,1948,177138
ALB,2020-12-01,1702,178840
ALB,2020-12-02,1830,180670
ALB,2020-12-03,2125,182795
ALB,2020-12-04,1915,184710
ALB,2020-12-05,1851,186561
ALB,2020-12-06,2063,188624
ALB,2020-12-07,1963,190587
ALB,2020-12-08,2532,193119
ALB,2020-12-09,2620,195739
ALB,2020-12-10,2714,198453
ALB,2020-12-11,2604,201057
ALB,2020-12-12,2734,203791
ALB,2020-12-13,2501,206292
ALB,2020-12-14,2108,208400
ALB,2020-12-15,2711,211111
ALB,2020-12-16,2657,213768
ALB,2020-12-17,2745,216513
ALB,2020-12-18,2615,219128
ALB,2020-12-19,2276,221404
ALB,2020-12-20,1927,223331
ALB,2020-12-21,1908,225239
ALB,2020-12-22,2420,227659
ALB,2020-12-23,2210,229869
ALB,2020-12-24,2198,232067
ALB,2020-12-25,2184,234251
ALB,2020-12-26,1889,236140
ALB,2020-12-27,2165,238305
ALB,2020-12-28,1508,239813
ALB,2020-12-29,2682,242495
ALB,2020-12-30,2681,245176
ALB,2020-12-31,2350,247526
ALB,2021-01-01,1858,249384
ALB,2021-01-02,1025,250409
ALB,2021-01-03,2309,252718
ALB,2021-01-04,1281,253999
ALB,2021-01-05,3424,257423
ALB,2021-01-06,3906,261329
ALB,2021-01-07,3668,264997
ALB,2021-01-08,3927,268924
ALB,2021-01-09,4499,273423
ALB,2021-01-10,2997,276420
ALB,2021-01-11,1575,277995
ALB,2021-01-12,3727,281722
ALB,2021-01-13,3307,285029
ALB,2021-01-14,3695,288724
ALB,2021-01-15,3530,292254
ALB,2021-01-16,3029,295283
ALB,2021-01-17,2521,297804
ALB,2021-01-18,2343,300147
ALB,2021-01-19,2510,302657
ALB,2021-01-20,3331,305988
ALB,2021-01-21,3088,309076
ALB,2021-01-22,3314,312390
ALB,2021-01-23,3513,315903
ALB,2021-01-24,3511,319414
ALB,2021-01-25,1918,321332
ALB,2021-01-26,3605,324937
ALB,2021-01-27,3512,328449
ALB,2021-01-28,3891,332340
ALB,2021-01-29,3761,336101
ALB,2021-01-30,3864,339965
ALB,2021-01-31,3144,343109
ALB,2021-02-01,2960,346069
ALB,2021-02-02,3856,349925
ALB,2021-02-03,3849,353774
ALB,2021-02-04,3974,357748
ALB,2021-02-05,4270,362018
ALB,2021-02-06,4539,366557
ALB,2021-02-07,0,366557
ALB,2021-02-08,3485,370042
ALB,2021-02-09,4562,374604
ALB,2021-02-10,4083,378687
ALB,2021-02-11,4092,382779
ALB,2021-02-12,3982,386761
ALB,2021-02-13,3994,390755
ALB,2021-02-14,3885,394640
ALB,2021-02-15,0,394640
ALB,2021-02-16,3842,398482
ALB,2021-02-17,3901,402383
ALB,2021-02-18,3935,406318
ALB,2021-02-19,3848,410166
ALB,2021-02-20,3975,414141
ALB,2021-02-21,4013,418154
ALB,2021-02-22,3258,421412
ALB,2021-02-23,3998,425410
ALB,2021-02-24,3897,429307
ALB,2021-02-25,3691,432998
ALB,2021-02-26,3689,436687
ALB,2021-02-27,3957,440644
ALB,2021-02-28,3805,444449
ALB,2021-03-01,2714,447163
ALB,2021-03-02,3369,450532
ALB,2021-03-03,3149,453681
ALB,2021-03-04,3268,456949
ALB,2021-03-05,3171,460120
ALB,2021-03-06,3308,463428
ALB,2021-03-07,3372,466800
ALB,2021-03-08,2708,469508
ALB,2021-03-09,3197,472705
ALB,2021-03-10,3035,475740
ALB,2021-03-11,3077,478817
ALB,2021-03-12,3340,482157
ALB,2021-03-13,3463,485620
ALB,2021-03-14,3119,488739
ALB,2021-03-15,3001,491740
ALB,2021-03-16,3005,494745
ALB,2021-03-17,2997,497742
ALB,2021-03-18,2994,500736
ALB,2021-03-19,2986,503722
ALB,2021-03-20,3251,506973
ALB,2021-03-21,3487,510460
ALB,2021-03-22,1993,512453
ALB,2021-03-23,2174,514627
ALB,2021-03-24,2475,517102
ALB,2021-03-25,2794,519896
ALB,2021-03-26,3012,522908
ALB,2021-03-27,3070,525978
ALB,2021-03-28,2993,528971
ALB,2021-03-29,1893,530864
ALB,2021-03-30,2730,533594
ALB,2021-03-31,2991,536585
ALB,2021-04-01,2899,539484
ALB,2021-04-02,2865,542349
ALB,2021-04-03,3007,545356
ALB,2021-04-04,3056,548412
ALB,2021-04-05,2092,550504
ALB,2021-04-06,2334,552838
ALB,2021-04-07,2538,555376
ALB,2021-04-08,3024,558400
ALB,2021-04-09,2966,561366
ALB,2021-04-10,3342,564708
ALB,2021-04-11,2684,567392
ALB,2021-04-12,1983,569375
ALB,2021-04-13,2862,572237
ALB,2021-04-14,2698,574935
ALB,2021-04-15,2520,577455
ALB,2021-04-16,2652,580107
ALB,2021-04-17,2886,582993
ALB,2021-04-18,2480,585473
ALB,2021-04-19,1867,587340
ALB,2021-04-20,3008,590348
ALB,2021-04-21,2584,592932
ALB,2021-04-22,2517,595449
ALB,2021-04-23,3079,598528
ALB,2021-04-24,3457,601985
ALB,2021-04-25,2789,604774
ALB,2021-04-26,994,605768
ALB,2021-04-27,2839,608607
ALB,2021-04-28,2258,610865
ALB,2021-04-29,2079,612944
ALB,2021-04-30,2808,615752
ALB,2021-05-01,2962,618714
ALB,2021-05-02,1535,620249
ALB,2021-05-03,1762,622011
ALB,2021-05-04,1995,624006
ALB,2021-05-05,2851,626857
ALB,2021-05-06,2818,629675
ALB,2021-05-07,2728,632403
ALB,2021-05-08,4516,636919
ALB,2021-05-09,1952,638871
ALB,2021-05-10,1444,640315
ALB,2021-05-11,2956,643271
ALB,2021-05-12,2707,645978
ALB,2021-05-13,2596,648574
ALB,2021-05-14,2964,651538
ALB,2021-05-15,3400,654938
ALB,2021-05-16,1862,656800
ALB,2021-05-17,2639,659439
ALB,2021-05-18,3169,662608
ALB,2021-05-19,3051,665659
ALB,2021-05-20,3093,668752
ALB,2021-05-21,3167,671919
ALB,2021-05-22,3862,675781
ALB,2021-05-23,2512,678293
ALB,2021-05-24,2020,680313
ALB,2021-05-25,3366,683679
ALB,2021-05-26,2691,686370
ALB,2021-05-27,3137,689507
ALB,2021-05-28,2807,692314
ALB,2021-05-29,3255,695569
ALB,2021-05-30,2170,697739
ALB,2021-05-31,2325,700064
ALB,2021-06-01,3661,703725
ALB,2021-06-02,3057,706782
ALB,2021-06-03,3340,710122
ALB,2021-06-04,2919,713041
ALB,2021-06-05,3593,716634
ALB,2021-06-06,1881,718515
ALB,2021-06-07,2103,720618
ALB,2021-06-08,2872,723490
ALB,2021-06-09,2821,726311
ALB,2021-06-10,2648,728959
ALB,2021-06-11,2915,731874
ALB,2021-06-12,2916,734790
ALB,2021-06-13,2224,737014
AND,2020-11-02,0,0
AND,2020-11-03,0,0
AND,2020-11-04,0,0
AND,2020-11-05,0,0
AND,2020-11-06,0,0
AND,2020-11-07,0,0
AND,2020-11-08,0,0
AND,2020-11-09,0,0
AND,2020-11-10,0,0
AND,2020-11-11,0,0
AND,2020-11-12,0,0
AND,2020-11-13,0,0
AND,2020-11-14,0,0
AND,2020-11-15,0,0
AND,2020-11-16,0,0
AND,2021-01-04,0,0
AND,2021-01-05,0,0
AND,2021-01-06,0,0
AND,2021-01-07,0,0
AND,2021-01-08,0,0
AND,2021-01-09,0,0
AND,2021-01-10,0,0
AND,2021-01-11,0,0
AND,2021-01-12,0,0
AND,2021-01-13,0,0
AND,2021-01-14,0,0
AND,2021-01-15,0,0
AND,2021-01-16,0,0
AND,2021-01-17,0,0
AND,2021-01-18,0,0
AND,2021-01-19,0,0
AND,2021-01-20,0,0
AND,2021-01-21,0,0
AND,2021-01-22,0,0
AND,2021-01-23,0,0
AND,2021-01-24,0,0
AND,2021-01-25,0,0
AND,2021-01-26,0,0
AND,2021-01-27,0,0
AND,2021-01-28,0,0
AND,2021-01-29,0,0
AND,2021-01-30,0,0
AND,2021-01-31,0,0
AND,2021-02-01,0,0
AND,2021-02-02,0,0
AND,2021-02-03,0,0
AND,2021-02-04,0,0
AND,2021-02-05,0,0
AND,2021-02-06,0,0
AND,2021-02-07,0,0
AND,2021-02-08,0,0
AND,2021-02-09,0,0
AND,2021-02-10,0,0
AND,2021-02-11,0,0
AND,2021-02-12,0,0
AND,2021-02-13,0,0
AND,2021-02-14,0,0
AND,2021-02-15,0,0
AND,2021-02-16,0,0
AND,2021-02-17,0,0
AND,2021-02-18,0,0
AND,2021-02-19,0,0
AND,2021-02-20,0,0
AND,2021-02-21,0,0
AND,2021-02-22,0,0
AND,2021-02-23,0,0
AND,2021-02-24,0,0
AND,2021-02-25,0,0
AND,2021-02-26,0,0
AND,2021-02-27,0,0
AND,2021-02-28,0,0
AND,2021-03-01,0,0
AND,2021-03-02,0,0
AND,2021-03-03,0,0
AND,2021-03-04,0,0
AND,2021-03-05,0,0
AND,2021-03-06,0,0
AND,2021-03-07,0,0
AND,2021-03-08,0,0
AND,2021-03-09,0,0
AND,2021-03-10,0,0
AND,2021-03-11,0,0
AND,2021-03-12,0,0
AND,2021-03-13,0,0
AND,2021-03-14,0,0
AND,2021-03-15,0,0
AND,2021-03-16,0,0
AND,2021-03-17,0,0
AND,2021-03-18,0,0
AND,2021-03-19,0,0
AND,2021-03-20,0,0
AND,2021-03-21,0,0
AND,2021-03-22,0,0
AND,2021-03-23,0,0
AND,2021-03-24,0,0
AND,2021-03-25,0,0
AND,2021-03-26,0,0
AND,2021-03-27,0,0
AND,2021-03-28,0,0
AND,2021-03-29,0,0
AND,2021-03-30,0,0
AND,2021-03-31,0,0
AND,2021-04-01,0,0
AND,2021-04-02,0,0
AND,2021-04-03,0,0
AND,2021-04-04,0,0
AND,2021-04-05,0,0
AND,2021-04-06,0,0
AND,2021-04-07,0,0
AND,2021-04-08,0,0
AND,2021-04-09,0,0
AND,2021-04-10,0,0
AND,2021-04-11,0,0
AND,2021-04-12,0,0
AND,2021-04-13,0,0
AND,2021-04-14,0,0
AND,2021-04-15,0,0
AND,2021-04-16,0,0
AND,2021-04-17,0,0
AND,2021-04-18,0,0
AND,2021-04-19,0,0
AND,2021-04-20,0,0
AND,2021-04-21,0,0
AND,2021-04-22,0,0
AND,2021-04-23,0,0
AND,2021-04-24,0,0
AND,2021-04-25,0,0
AND,2021-04-26,0,0
AND,2021-04-27,0,0
AND,2021-04-28,0,0
AND,2021-04-29,0,0
AND,2021-04-30,0,0
AND,2021-05-01,0,0
AND,2021-05-02,0,0
AND,2021-05-03,0,0
AND,2021-05-04,0,0
AND,2021-05-05,0,0
AND,2021-05-06,0,0
AND,2021-05-07,0,0
AND,2021-05-08,0,0
AND,2021-05-09,0,0
AND,2021-05-10,0,0
AND,2021-05-11,0,0
AND,2021-05-12,0,0
AND,2021-05-13,0,0
AND,2021-05-14,0,0
AND,2021-05-15,0,0
AND,2021-05-16,0,0
AND,2021-05-17,0,0
AND,2021-05-18,0,0
AND,2021-05-19,0,0
AND,2021-05-20,0,0
AND,2021-05-21,0,0
AND,2021-05-22,0,0
AND,2021-05-23,0,0
AND,2021-05-24,0,0
AND,2021-05-25,0,0
AND,2021-05-26,0,0
AND,2021-05-27,0,0
AND,2021-05-28,0,0
AND,2021-05-29,0,0
AND,2021-05-30,0,0
AND,2021-05-31,0,0
AND,2021-06-01,0,0
AND,2021-06-02,0,0
AND,2021-06-03,0,0
AND,2021-06-04,0,0
AND,2021-06-05,0,0
AND,2021-06-06,0,0
AND,2021-06-07,0,0
AND,2021-06-08,0,0
AND,2021-06-09,0,0
AND,2021-06-10,0,0
AND,2021-06-11,0,0
AND,2021-06-12,0,0
AND,2021-06-13,0,0
AND,2021-06-14,0,0
AND,2021-06-15,0,0
AND,2021-06-16,0,0
AND,2021-06-17,0,0
AND,2021-06-18,0,0
AND,2021-06-19,0,0
AND,2021-06-20,0,0
AND,2021-06-21,0,0
ATG,2021-06-29,0,0
ARG,2020-01-01,1,1
ARG,2020-01-02,36,37
ARG,2020-01-03,4,41
ARG,2020-01-04,65,106
ARG,2020-01-05,4,110
ARG,2020-01-06,46,156
ARG,2020-01-07,24,180
ARG,2020-01-08,0,180
ARG,2020-01-09,0,180
ARG,2020-01-10,77,257
ARG,2020-01-11,0,257
ARG,2020-01-12,36,293
ARG,2020-01-13,2,295
ARG,2020-01-14,0,295
ARG,2020-01-15,64,359
ARG,2020-01-16,1,360
ARG,2020-01-17,0,360
ARG,2020-01-18,0,360
ARG,2020-01-19,35,395
ARG,2020-01-20,1,396
ARG,2020-01-21,0,396
ARG,2020-01-22,0,396
ARG,2020-01-23,0,396
ARG,2020-01-24,0,396
ARG,2020-01-25,0,396
ARG,2020-01-26,0,396
ARG,2020-01-27,19,415
ARG,2020-01-28,0,415
ARG,2020-01-29,1,416
ARG,2020-01-30,15,431
ARG,2020-01-31,1,432
ARG,2020-02-01,37,469
ARG,2020-02-02,0,469
ARG,2020-02-03,0,469
ARG,2020-02-04,0,469
ARG,2020-02-05,0,469
ARG,2020-02-06,0,469
ARG,2020-02-07,0,469
ARG,2020-02-08,0,469
ARG,2020-02-09,0,469
ARG,2020-02-10,0,469
ARG,2020-02-11,2,471
ARG,2020-02-12,7,478
ARG,2020-02-13,0,478
ARG,2020-02-14,0,478
ARG,2020-02-15,0,478
ARG,2020-02-16,0,478
ARG,2020-02-17,0,478
ARG,2020-02-18,0,478
ARG,2020-02-19,0,478
ARG,2020-02-20,2,480
ARG,2020-02-21,0,480
ARG,2020-02-22,0,480
ARG,2020-02-23,0,480
ARG,2020-02-24,1,481
ARG,2020-02-25,20,501
ARG,2020-02-26,0,501
ARG,2020-02-27,5,506
ARG,2020-02-28,11,517
ARG,2020-02-29,0,517
ARG,2020-03-01,0,517
ARG,2020-03-02,6,523
ARG,2020-03-03,8,531
ARG,2020-03-04,6,537
ARG,2020-03-05,7,544
ARG,2020-03-06,11,555
ARG,2020-03-07,9,564
ARG,2020-03-08,29,593
ARG,2020-03-09,14,607
ARG,2020-03-10,37,644
ARG,2020-03-11,35,679
ARG,2020-03-12,47,726
ARG,2020-03-13,87,813
ARG,2020-03-14,49,862
ARG,2020-03-15,81,943
ARG,2020-03-16,106,1049
ARG,2020-03-17,128,1177
ARG,2020-03-18,203,1380
ARG,2020-03-19,152,1532
ARG,2020-03-20,232,1764
ARG,2020-03-21,323,2087
ARG,2020-03-22,247,2334
ARG,2020-03-23,288,2622
ARG,2020-03-24,445,3067
ARG,2020-03-25,550,3617
ARG,2020-03-26,586,4203
ARG,2020-03-27,457,4660
ARG,2020-03-28,482,5142
ARG,2020-03-29,718,5860
ARG,2020-03-30,659,6519
ARG,2020-03-31,670,7189
ARG,2020-04-01,1071,8260
ARG,2020-04-02,1671,9931
ARG,2020-04-03,1604,11535
ARG,2020-04-04,1403,12938
ARG,2020-04-05,1086,14024
ARG,2020-04-06,1368,15392
ARG,2020-04-07,1686,17078
ARG,2020-04-08,2006,19084
ARG,2020-04-09,1855,20939
ARG,2020-04-10,1720,22659
ARG,2020-04-11,1821,24480
ARG,2020-04-12,1588,26068
ARG,2020-04-13,1865,27933
ARG,2020-04-14,2113,30046
ARG,2020-04-15,2301,32347
ARG,2020-04-16,2359,34706
ARG,2020-04-17,2194,36900
ARG,2020-04-18,2281,39181
ARG,2020-04-19,1631,40812
ARG,2020-04-20,2383,43195
ARG,2020-04-21,2894,46089
ARG,2020-04-22,2658,48747
ARG,2020-04-23,2715,51462
ARG,2020-04-24,3303,54765
ARG,2020-04-25,2645,57410
ARG,2020-04-26,1732,59142
ARG,2020-04-27,2233,61375
ARG,2020-04-28,2935,64310
ARG,2020-04-29,3083,67393
ARG,2020-04-30,2851,70244
ARG,2020-05-01,3047,73291
ARG,2020-05-02,2293,75584
ARG,2020-05-03,2131,77715
ARG,2020-05-04,2852,80567
ARG,2020-05-05,4059,84626
ARG,2020-05-06,4082,88708
ARG,2020-05-07,3924,92632
ARG,2020-05-08,3676,96308
ARG,2020-05-09,3597,99905
ARG,2020-05-10,2282,102187
ARG,2020-05-11,3660,105847
ARG,2020-05-12,3762,109609
ARG,2020-05-13,4349,113958
ARG,2020-05-14,4210,118168
ARG,2020-05-15,4404,122572
ARG,2020-05-16,3753,126325
ARG,2020-05-17,2810,129135
ARG,2020-05-18,4126,133261
ARG,2020-05-19,5599,138860
ARG,2020-05-20,5877,144737
ARG,2020-05-21,5916,150653
ARG,2020-05-22,5695,156348
ARG,2020-05-23,4813,161161
ARG,2020-05-24,3728,164889
ARG,2020-05-25,4166,169055
ARG,2020-05-26,4937,173992
ARG,2020-05-27,5972,179964
ARG,2020-05-28,6008,185972
ARG,2020-05-29,6831,192803
ARG,2020-05-30,5587,198390
ARG,2020-05-31,3828,202218
ARG,2020-06-01,5249,207467
ARG,2020-06-02,5776,213243
ARG,2020-06-03,6961,220204
ARG,2020-06-04,6570,226774
ARG,2020-06-05,6831,233605
ARG,2020-06-06,6399,240004
ARG,2020-06-07,3416,243420
ARG,2020-06-08,6301,249721
ARG,2020-06-09,7422,257143
ARG,2020-06-10,8023,265166
ARG,2020-06-11,8425,273591
ARG,2020-06-12,9301,282892
ARG,2020-06-13,8159,291051
ARG,2020-06-14,5227,296278
ARG,2020-06-15,5859,302137
ARG,2020-06-16,7836,309973
ARG,2020-06-17,9745,319718
ARG,2020-06-18,10467,330185
ARG,2020-06-19,10368,340553
ARG,2020-06-20,9990,350543
ARG,2020-06-21,6598,357141
ARG,2020-06-22,9513,366654
ARG,2020-06-23,11518,378172
ARG,2020-06-24,11336,389508
ARG,2020-06-25,11849,401357
ARG,2020-06-26,12346,413703
ARG,2020-06-27,10192,423895
ARG,2020-06-28,6569,430464
ARG,2020-06-29,9789,440253
ARG,2020-06-30,11116,451369
ARG,2020-07-01,11369,462738
ARG,2020-07-02,11586,474324
ARG,2020-07-03,12824,487148
ARG,2020-07-04,11748,498896
ARG,2020-07-05,7122,506018
ARG,2020-07-06,10610,516628
ARG,2020-07-07,12909,529537
ARG,2020-07-08,14727,544264
ARG,2020-07-09,13046,557310
ARG,2020-07-10,12020,569330
ARG,2020-07-11,11435,580765
ARG,2020-07-12,7853,588618
ARG,2020-07-13,12301,600919
ARG,2020-07-14,14900,615819
ARG,2020-07-15,15162,630981
ARG,2020-07-16,15023,646004
ARG,2020-07-17,16765,662769
ARG,2020-07-18,14337,677106
ARG,2020-07-19,10166,687272
ARG,2020-07-20,14702,701974
ARG,2020-07-21,17432,719406
ARG,2020-07-22,18233,737639
ARG,2020-07-23,18064,755703
ARG,2020-07-24,19090,774793
ARG,2020-07-25,15426,790219
ARG,2020-07-26,11181,801400
ARG,2020-07-27,15992,817392
ARG,2020-07-28,19263,836655
ARG,2020-07-29,20010,856665
ARG,2020-07-30,19504,876169
ARG,2020-07-31,21508,897677
ARG,2020-08-01,15825,913502
ARG,2020-08-02,13266,926768
ARG,2020-08-03,18171,944939
ARG,2020-08-04,21990,966929
ARG,2020-08-05,22707,989636
ARG,2020-08-06,22917,1012553
ARG,2020-08-07,23146,1035699
